question_number,pipeline,correct,quote,source,paper_reference,fuzz_score,source_text_for_judge,faithfulness_score,faithfulness_reasoning
34.0,Hybrid RAG,True,"This task encourages the model to leverage contextual information for next-paragraph prediction, thereby equipping it for downstream applications.","Source Reference: 2509.01092v2.pdf, Page: 3","In this task, we freeze the decoder model and only train the encoder and projection layer. The main objectives are to align the encoder and projection layer so that: 1) encoder can compress k tokens with minimal information loss, and 2) projection layer can effectively map the encoder’s chunk embeddings into the decoder’s token space, allowing the decoder to interpret and accurately reconstruct the original information. The reconstruction task was specifically chosen to encourage the model to rely on context memory rather than its parametric memory during training.",56.57370517928286,"on empirical evaluation is in section A.
3 Methodology
To align the encoder and decoder, we follow the work of Yen et al. (2024) to use the next paragraph prediction
tasks for continual pre-training (CPT). Specifically, for each data data point, it containss + o = T number
of tokens, which we use for CPT to prepare the model for downstream tasks utilizing chunk embeddings.
To further enhance performance, we introduce selective compression via RL. After aligning the encoder and
decoder through CPT, we apply supervised fine-tuning (SFT) to adapt the model to specific downstream
tasks, such as RAG and multi-turn conversation. Additional details are provided in section 5.
During CPT, we input the firsts tokens x1:s into the encoder and use its output to assist the decoder in
predicting the nexto tokens xs+1:s+o. This task encourages the model to leverage contextual information for
next-paragraph prediction, thereby equipping it for downstream applications. The objective is to align any",1.0,"The quote is an exact, verbatim sentence extracted directly from the source text. It appears in the paragraph starting with 'During CPT, we input the firsts tokens...'"
35.0,Hybrid RAG,True,"For the reconstruction task, training begins with reconstructing a single chunk: the encoder receives one chunk embeddingc1 for x1:k and and the decoder reconstructs thek tokens using the projected chunk embeddingecnk 1 . Subsequently, the model reconstructs x1:2k frome cnk 1 , ecnk 2 , and so forth. To continuously adjust task difficulty, we vary the data mixture over",filename: 2509.01092v2.pdf page 3,"Curriculum learning incrementally increases task difficulty, enabling the model to gradually and effectively acquire complex skills. For the reconstruction task, training begins with reconstructing a single chunk: the encoder receives one chunk embedding c1 for x1:k and the decoder reconstructs the k tokens using the projected chunk embedding. Subsequently, the model reconstructs x1:2k from two chunk embeddings, and so forth. To continuously adjust task difficulty, we vary the data mixture over time, starting with easier tasks and gradually shifting toward more difficult tasks.",94.33962264150944,"within a fixed-length embedding presents a significant challenge. Additionally, reconstructings = k×L tokens
fromLchunk embeddings further compounds the difficulty of the task.
Counterintuitively, directly continuing pre-training of the decoder to utilize encoder outputs did not reduce
perplexity, even for the reconstruction task.To address the optimization challenge, we propose employing
curriculum learning for both tasks. Curriculum learning incrementally increases task difficulty, enabling the
model to gradually and effectively acquire complex skills. For the reconstruction task, training begins with
reconstructing a single chunk: the encoder receives one chunk embeddingc1 for x1:k and and the decoder
reconstructs thek tokens using the projected chunk embeddingecnk
1 . Subsequently, the model reconstructs
x1:2k frome cnk
1 , ecnk
2 , and so forth. To continuously adjust task difficulty, we vary the data mixture over",1.0,"The quote is an exact, verbatim extraction from the source text. There are no changes, additions, or omissions in the text itself, only a difference in line breaks which does not affect the content."
36.0,Hybrid RAG,True,"A RL policy, guided by next-paragraph prediction perplexity as a negative reward, determines which chunks to retain in their original form.","Source Reference: 2509.01092v2.pdf, Page: 3","A RL policy, guided by next-paragraph prediction perplexity as a negative reward, determines which chunks to retain in their original form. The encoder and decoder are fine-tuned to handle mixed inputs of compressed and uncompressed chunks. The policy network leverages chunk embeddings and masking to optimize sequential chunk expansion, thereby preserving the decoder’s autoregressive property and enabling flexible placement of compression.",100.0,"1 . Subsequently, the model reconstructs
x1:2k frome cnk
1 , ecnk
2 , and so forth. To continuously adjust task difficulty, we vary the data mixture over
time, starting with examples dominated by easier tasks (e.g., single chunk embedding) and gradually shifting
towards those dominated by more difficult tasks (i.e.,L chunk embeddings). A visualization of the data
mixture during curriculum learning is provided in figure 6, and the detailed scheduling is presented in table 8.
Selective compressionREFRAGintroduces selective token compression, expanding important context chunks
uncompressed to improve answer prediction. A RL policy, guided by next-paragraph prediction perplexity as
a negative reward, determines which chunks to retain in their original form. The encoder and decoder are
fine-tuned to handle mixed inputs of compressed and uncompressed chunks. The policy network leverages
chunk embeddings and masking to optimize sequential chunk expansion, thereby preserving the decoder’s",1.0,"The quote is an exact, verbatim sentence extracted directly from the source text. It matches word-for-word and punctuation-for-punctuation."
37.0,Hybrid RAG,True,"With a compression rate of 16, we achieve a 9.3% average log-perplexity improvement over CEPE across four datasets2.",filename: 2509.01092v2.pdf page 4,"With a compression rate of 16, we achieve a 9.3% average perplexity improvement over CEPE across four datasets. Meanwhile, our method is 16.53× faster than LLaMA in TTFT and 2.01× faster than CEPE.",97.79735682819384,"Table 2 evaluateso = 2048with extended context lengthss∈ {4096, 8192, 16384}. Although our model is
trained ons + o = 6144, bothREFRAG8 and REFRAG16 maintain superior performance at longer contexts.
The original Llama-2-7B supports only a4k context window, whereas our approach enables extrapolation via
chunk embeddings, extending context and supporting broader applications.
With a compression rate of16, we achieve a9.3%average log-perplexity improvement over CEPE across
four datasets2. Meanwhile, our method is16.53× faster than LLaMA in TTFT and2.01× faster than CEPE
(section B.4). At a compression rate of32, our log-perplexity matches CEPE, while TTFT acceleration
increases to30.85×over LLaMA and3.75×over CEPE.
Figure 3 presents the performance of various methods for selective compression. We expandp fraction of the
chunks in the original token space using the RL policy. The effective compression ratek
1−p+kp decreases when",1.0,"The quote is an exact sentence from the source text. The only difference is the addition of spaces around the numbers '16' and '9.3%', which is a minor formatting adjustment and does not change the content or meaning of the quote."
38.0,Hybrid RAG,False,No quote provided,,We use the SlimPajama dataset… We only use the Book and ArXiv domains from the dataset since these two domains contain long texts. We sampled from this dataset to construct a 20B token training dataset which contains 50% data from Arxiv and 50% data from Book.,0.0,"Sebastian Borgeaud, Arthur Mensch, Jordan Hoffmann, Trevor Cai, Eliza Rutherford, Katie Millican, George Bm
Van Den Driessche, Jean-Baptiste Lespiau, Bogdan Damoc, Aidan Clark, Diego De Las Casas, Aurelia Guy, Jacob
Menick, Roman Ring, Tom Hennigan, Saffron Huang, Loren Maggiore, Chris Jones, Albin Cassirer, Andy Brock,
Michela Paganini, Geoffrey Irving, Oriol Vinyals, Simon Osindero, Karen Simonyan, Jack Rae, Erich Elsen, and
Laurent Sifre. Improving language models by retrieving from trillions of tokens. In Kamalika Chaudhuri, Stefanie
Jegelka, Le Song, Csaba Szepesvari, Gang Niu, and Sivan Sabato, editors,Proceedings of the 39th International
Conference on Machine Learning, volume 162 ofProceedings of Machine Learning Research, pages 2206–2240. PMLR,
17–23 Jul 2022.https://proceedings.mlr.press/v162/borgeaud22a.html.
Alexis Chevalier, Alexander Wettig, Anirudh Ajith, and Danqi Chen. Adapting language models to compress contexts.",0.0,No quote provided by the LLM.
39.0,Hybrid RAG,True,WefollowtheworkofLinetal.(2024)touseWikipediadumpsandCommonCrawl dumps to create a retrieval corpus with 400 million passages. Each passage contains less than 200 words. We use the DRAGON+ model Lin et al. (2023) as our retriever...,filename: 2509.01092v2.pdf page 7,We follow the work of Lin et al. (2024) to use Wikipedia dumps and CommonCrawl dumps to create a retrieval corpus with 400 million passages. Each passage contains less than 200 words. We use the DRAGON+ model as our retriever and use the implementation of Izacard et al. (2023a) to retrieve the K-nearest neighbors.,92.34135667396062,"accumulation across subsystems. A table summarizing the evaluation metrics for each dataset is included in
table 7.
Retrieverandretrievalcorpus.WefollowtheworkofLinetal.(2024)touseWikipediadumpsandCommonCrawl
dumps to create a retrieval corpus with 400 million passages. Each passage contains less than 200 words. We
use the DRAGON+ model Lin et al. (2023) as our retriever and use the implementation of Izacard et al.
(2023a) to retrieve the K-nearest neighbors as the retrieved passages for each question.
Result analysis.Table 3 shows the performance of different baselines under short and long contexts (i.e.,
varying number of retrieved passages)3. (1/# tokens) is inverse for the number of tokens in the decoder model.
This is used as a metric to gauge the latency of the model (the higher, the lower latency).LLaMAFT is
the original LLaMA-2-7B model that is fine-tuned on the same RAG dataset used to train our model. We",1.0,"The quote is an exact, verbatim extraction from the source text. It starts with 'WefollowtheworkofLinetal.(2024)...' and ends with '...as our retriever...' and perfectly matches the corresponding sentences in the 'Retrieverandretrievalcorpus' section of the source text."
40.0,Hybrid RAG,True,"At equal latency (8 passages forREFRAGvs. 1 for LLaMA),REFRAGattains a1.22% average improvement across 16 RAG tasks.",filename: 2509.01092v2.pdf page 7,"With a strong retriever and a maximum of 10 passages, REFRAG matches LLaMA’s performance while achieving a 5.26× speedup in TTFT.
At equal latency (8 passages for REFRAG vs. 1 for LLaMA), REFRAG attains a 1.22% average improvement across 16 RAG tasks.",95.6896551724138,"0 100 101 102
Number of Passages
50
52
54
56
Performance
Performance vs. Retrieved Passages
0 100 101 102 103
Input Length (Latency)
50
52
54
56
Performance
Performance vs. Latency
Llama REFRAG 8 ×  compression
0 100 101 102
Number of Passages
52
54
Performance
Performance vs. Retrieved Passages
0 100 101 102 103
Input Length (Latency)
52
54
Performance
Performance vs. Latency
Llama REFRAG 8 ×  compression
Figure 4RAG performance comparison under a strong retriever scenario (left) and a weak retriever scenario and a
strong retriever scenario (right).REFRAGperform similarly to LLaMA model under the same retrieved passages
(slightly better in a weaker retriever case) while outperform significantly under the same latency.
This finding is particularly surprising, asREFRAG16 achieves a compression rate of8without recomputing
chunk embeddings, yet still surpasses the performance ofREFRAG8. These results further highlight the",0.1,"The source text states that 'REFRAG perform similarly to LLaMA model under the same retrieved passages... while outperform significantly under the same latency.' This general statement aligns with the theme of the quote. However, the quote provides highly specific numerical details such as '8 passages for REFRAG vs. 1 for LLaMA', '1.22% average improvement', and '16 RAG tasks'. None of these specific numbers or the exact phrasing of the quote are present anywhere in the provided source text. Therefore, the specific claims made in the quote are not supported by the source, indicating a high degree of hallucination for the detailed information."
41.0,Hybrid RAG,True,"Instead of using tokens from retrieved passages as input,REFRAGleverages pre-computed, compressed chunk embeddings as approximate representations, feeding these embeddings directly into the decoder.",filename: 2509.01092v2.pdf page 1,"REFRAG makes several novel modifications to the decoding process: Instead of using tokens from retrieved passages as input, REFRAG leverages pre-computed, compressed chunk embeddings as approximate representations, feeding these embeddings directly into the decoder. This approach offers three main advantages: 1) It shortens the decoder's input length, improving token allocation efficiency; 2) It enables reuse of pre-computed chunk embeddings from retrieval, eliminating redundant computation; and 3) It reduces attention computation complexity, which now scales quadratically with the number of chunks rather than the number of tokens in the context.",98.989898989899,"in RAG.REFRAGsignificantly reduces latency, TTFT, and memory usage during decoding, allwithout
requiring modificationsto the LLM architecture or introducing new decoder parameters.
REFRAGmakes several novel modifications to the decoding process: Instead of using tokens from retrieved
passages as input,REFRAGleverages pre-computed, compressed chunk embeddings as approximate represen-
tations, feeding these embeddings directly into the decoder. This approach offers three main advantages: 1) It
shortens the decoder’s input length, improving token allocation efficiency; 2) It enables reuse of pre-computed
chunk embeddings from retrieval, eliminating redundant computation; and 3) It reduces attention computation
complexity, which now scales quadratically with the number of chunks rather than the number of tokens in
the context. Unlike prior methods (Yen et al., 2024),REFRAGsupports compression of token chunks at",1.0,"The quote is an exact, verbatim sentence extracted directly from the source text."
42.0,Hybrid RAG,True,"The main objectives are to align the encoder and projection layer so that: 1) encoder can compressk tokens with minimal information loss, and 2) projection layer can effectively map the encoder’s chunk embeddings into the",filename: 2509.01092v2.pdf page 3,"Reconstruction task. We input the first s tokens x1:s to the encoder and learn to reconstruct tokens x1:s in the decoder. In this task, we freeze the decoder model and only train the encoder and projection layer. The main objectives are to align the encoder and projection layer so that: 1) encoder can compress k tokens with minimal information loss, and 2) projection layer can effectively map the encoder's chunk embeddings into the decoder's token space, allowing the decoder to interpret and accurately reconstruct the original information.",99.0950226244344,"next-paragraph prediction, thereby equipping it for downstream applications. The objective is to align any
encoder–decoder combination so that the generations produced withcompressed contextclosely resemble
those generated by the original decoder with access to the full context.
3.1 Continual Pre-training Recipe
To ensure the success of the CPT phase, we propose a training recipe that incorporates a reconstruction task
and a curriculum learning approach. Ablation studies in section 4 demonstrate thatthis recipeiscrucialfor
achieving strong CPT performance.
Reconstruction task.We input the firsts tokens x1:s to the encoder and learn to reconstruct tokensx1:s in
the decoder. In this task, wefreeze the decoder model and only train the encoder and projection layer. The
main objectives are to align the encoder and projection layer so that: 1) encoder can compressk tokens with
minimal information loss, and 2) projection layer can effectively map the encoder’s chunk embeddings into the",1.0,"The quote is an exact, verbatim extraction from the source text. It matches the last sentence of the provided source text precisely."
43.0,Hybrid RAG,True,We employ RL to train a policy that optimally determines which segments to compress.,filename: 2509.01092v2.pdf page 15,"Selective compression REFRAG introduces selective token compression, expanding important context chunks uncompressed to improve answer prediction. A RL policy, guided by next-paragraph prediction perplexity as a negative reward, determines which chunks to retain in their original form. The encoder and decoder are fine-tuned to handle mixed inputs of compressed and uncompressed chunks.",51.19047619047619,"C1, . . . , CL, we achieve a compression fraction of1−p by randomly selectingT′ := pL chunks to remain
uncompressed for the decoder. This pretraining allows the model to effectively handle mixed inputs at
arbitrary positions, which is essential for the subsequent RL policy learning.
We sequentially pickT′ chunk indicesl = {lj}T′
j=1, wherelt ∈ [L]. The input arrangement isE(x,{l j}T′
j=1) =
{E1, . . . , EL}, with Ei =e cnk
i if i /∈ {lj}T′
j=1 (compressed), and Ei = {ek∗i, . . . ,ek∗i+k−1} if i∈ {lj}T′
j=1
16",0.0,"The quote 'We employ RL to train a policy that optimally determines which segments to compress' is not present in the provided source text, either verbatim or near-verbatim. The source text mentions 'RL policy learning' as a subsequent step to pretraining, but it does not state that RL is employed to optimally determine which segments to compress. Instead, it describes a process of *randomly selecting* chunks to remain uncompressed."
44.0,Hybrid RAG,False,"However, CEPE is limited to prefix context applications, as it disrupts the causal structure of the context, making it unsuitable for tasks such as multi-turn RAG or summarization.","2509.01092v2.pdf, Page: 9","In contrast, our work is the first to enable pre-computation of chunk embeddings and their use at arbitrary positions within the prompt, supporting diverse applications such as RAG and multi-turn conversation. Furthermore, our method learns where to apply compression, allowing for adaptive compression rates at inference time without recomputing chunk embeddings.",47.77777777777777,"attention, reducing attention complexity from quadratic to linear; however, this method does not address
memory requirements. It is complementary to our approach and can be integrated to further improve latency.
StreamingLLM(Xiao et al., 2024) proposed attention sinks to decrease KV cache memory for long-context
generation, though this does not reduce latency during the pre-filling stage. CEPE (Yen et al., 2024) employs
cross-attention to token embeddings from context tokens, reducing both KV cache memory and attention
computations. However, CEPE is limited to prefix context applications, as it disrupts the causal structure of
the context, making it unsuitable for tasks such as multi-turn RAG or summarization. Additionally, CEPE
does not utilize token compression, resulting in similar or even increased decoding latency. Concurrently with
our work, Dai et al. (2025) proposed PCC, an embedding-based memory mechanism that summarizes past",1.0,"The quote is an exact, verbatim extraction of a complete sentence from the provided source text."
45.0,Hybrid RAG,True,Table 13 demonstrates that REFRAG16 with RL-based selective compression consistently outperforms REFRAG8 across different datasets and context lengths.,"Source Reference: 2509.01092v2.pdf, Page: 5",This raises a natural question: does the former approach outperform the latter? Table 13 demonstrates that REFRAG16 with RL-based selective compression consistently outperforms REFRAG8 across different datasets and context lengths.,100.0,"REFRAGRL uses RL-based selective compression.LLaMAK: LLaMA-2-7B evaluated onxs+1:s+o with the
truncated sequencex s−K:T as input to match the token count ofREFRAG.
Table 1 reports performance fors = 2048and o∈ {512, 1024, 2048}, where, e.g., P512 denoteso = 512.
Bolded results compare baselines, excludingLLaMA-Full Contextand LLaMA-32K, which use full
context without compression and are expected to perform best. Notably,REFRAG8 and REFRAG16
consistently outperform other baselines across nearly all settings, while also achieving lower latency than
CEPE (figure 2). For reference,LLaMA256 uses only the last 256 tokens, matching the number of chunk
embeddings inREFRAG8 (s/k = 256), yetREFRAG8 consistently surpassesLLaMA256, demonstrating
the effectiveness of compressed chunk embeddings.
Table 2 evaluateso = 2048with extended context lengthss∈ {4096, 8192, 16384}. Although our model is
trained ons + o = 6144, bothREFRAG8 and REFRAG16 maintain superior performance at longer contexts.",0.1,"The quote contains several significant inaccuracies and is not a verbatim or near-verbatim extraction. Firstly, it refers to 'Table 13', which is not mentioned in the source text (only 'Table 1' and 'Table 2' are present). Secondly, the quote claims 'REFRAG16 ... consistently outperforms REFRAG8'. The source text, however, states 'REFRAG8 and REFRAG16 consistently outperform other baselines', grouping them together as strong performers against *other* baselines, not against each other. Thirdly, the phrase 'across different datasets' is not explicitly stated in the source, although 'across nearly all settings' and 'at longer contexts' are mentioned. While some keywords like 'REFRAG16', 'REFRAG8', 'RL-based selective compression', and 'context lengths' are present in the source, the central assertion of the quote is factually incorrect and unsupported by the provided text."
46.0,Hybrid RAG,True,"These passages often exhibit low semantic similarity due to diversity or deduplication during re-ranking, leading to block-diagonal attention patterns that differ from those in standard LLM generation tasks.",filename: 2509.01092v2.pdf page 0,"Due to diversity and other operations such as deduplication, most context chunks during decoding are unrelated, resulting in predominantly zero cross-attention between chunks (see figure 7).",50.12919896640827,"require specialized consideration. In RAG, much of the LLM context consists of concatenated
passages from retrieval, with only a small subset directly relevant to the query. These passages
often exhibit low semantic similarity due to diversity or deduplication during re-ranking, leading to
block-diagonal attention patterns that differ from those in standard LLM generation tasks. Based
on this observation, we argue that most computations over the RAG context during decoding are
unnecessary and can be eliminated with minimal impact on performance. To this end, we propose
REFRAG, an efficient decoding framework that compresses, senses, and expands to improve latency
in RAG applications. By exploiting this attention sparsity structure, we demonstrate a30.85× the
time-to-first-token acceleration (3.75× improvement to previous work) without loss in perplexity. In
addition, our optimization framework for large context enablesREFRAGto extend the context size",1.0,"The quote is an exact, verbatim sentence extracted directly from the provided source text."
47.0,Hybrid RAG,True,"Moreover, the time-to-first-token (TTFT) latency increases quadratically, while the time-to-iterative-token (TTIT) latency grows linearly with prompt length (Liu et al., 2025).",filename: 2509.01092v2.pdf page 0,"Moreover, the time-to-first-token (TTFT) latency increases quadratically, while the time-to-iterative-token (TTIT) latency grows linearly with prompt length (Liu et al., 2025). As a result, LLM inference throughput degrades with larger contexts, limiting their applicability in scenarios demanding high throughput and low latency, such as web-scale discovery.",100.0,"The data transfer latency to high-bandwidth memory is2n+4dlb(s+o)
m .
Throughput CalculationThe throughput, defined as the number of tokens generated per unit time, is given
by:
Throughput= bo
TTFT+DL
where DL is the data latency.
Before After
KV cache memory4dlb(s+o) 4dlb
",0.0,"The quote is not present in the provided source text. The source text discusses TTFT and TTIT with formulas and a comparison table, but it does not state that TTFT latency increases quadratically or that TTIT latency grows linearly with prompt length. Furthermore, the citation '(Liu et al., 2025)' is completely absent from the source text."
48.0,Hybrid RAG,True,"The whole training is split into 9 stages. In each stage, we have a combination of different data (e.g., 1X8 means reconstructing 8 tokens, 2X8 means reconstructing 16 tokens).","2509.01092v2.pdf, Page: 19","To address the optimization challenge, we propose employing curriculum learning for both tasks. Curriculum learning incrementally increases task difficulty, enabling the model to gradually and effectively acquire complex skills. For the reconstruction task, training begins with reconstructing a single chunk: the encoder receives one chunk embedding c1 for x1:k and and the decoder reconstructs the k tokens using the projected chunk embedding e_ink.",46.59090909090909,"Stage 1 Stage 3 Stage 5 Stage 7 Stage 9
Training Stage
0
50
100
Percentage
Context
1 × k
2 × k
4 × k
8 × k
16 × k
32 × k
64 × k
128 × k
256 × k
Figure 6The data mixture in curriculum learning during the training.
Factor Stage 1 Stage 2 Stage 3 Stage 4 Stage 5 Stage 6 Stage 7 Stage 8 Stage 9 Summation
1×81333 445 148 49 16 6 2 1 0 2000
2×8333 298 267 238 213 191 171 153 137 2000
4×883 102 126 156 193 238 293 362 447 2000
8×820 35 61 106 185 324 565 985 1719 4000
16×85 11 23 48 103 220 468 997 2125 4000
32×81 3 7 19 50 133 353 939 2496 4000
64×81 3 9 25 73 212 618 1802 5259 8000
128×81 3 9 25 73 212 618 1802 5259 8000
256×81 3 9 25 73 212 618 1802 5259 8000
Table 8The geometry curriculum learning scheduling. The whole training is split into 9 stages. In each stage, we
have a combination of different data (e.g., 1X8 means reconstructing 8 tokens, 2X8 means reconstructing 16 tokens).",1.0,"The quote is an exact, verbatim extraction from the source text. It appears as the second sentence in the description of 'Table 8', with the only change being the removal of a line break between 'we' and 'have', which is a standard text normalization and does not alter the content."
49.0,Hybrid RAG,True,"under the same number of retrieved passages, we are able to match the performance of LLaMA in the strong retriever setting and even outperform LLaMA under the weak retriever setting. This is because our model enables larger context and hence enables extract more useful information when the retrieved passages are less relevant.",filename: 2509.01092v2.pdf page 7,"The result demonstrates that under the same number of retrieved passages, we are able to match the performance of LLaMA in the strong retriever setting and even outperform LLaMA under the weak retriever setting. This is because our model enables larger context and hence enables extract more useful information when the retrieved passages are less relevant.",100.0,"that most tasks still benefit from more passages in our model. Figure 4 shows the performance averaged
over all 16 tasks in table 3 for both strong retriever and weak retriever setting. The result demonstrates that
under the same number of retrieved passages, we are able to match the performance of LLaMA in the strong
retriever setting and even outperform LLaMA under the weak retriever setting. This is because our model
enables larger context and hence enables extract more useful information when the retrieved passages are less
relevant. Under equivalent latency constraints,REFRAGconsistently outperform LLaMA on both settings
as the saved context can be reinvested to include additional information within the same latency budget.
Figure 4 compares the performance ofREFRAGand the LLaMA model under two conditions: 1) an equal
number of retrieved passages, and 2) equal latency, for both strong and weak retriever settings.With a strong",0.95,"The quote is a near-verbatim extraction from the source text. It accurately reproduces the content, starting mid-sentence and omitting the introductory phrase 'The result demonstrates that' from the original sentence in the source. The rest of the text is identical."
50.0,Hybrid RAG,True,"It reduces attention computation complexity, which now scales quadratically with the number of chunks rather than the number of tokens in the context.",filename: 2509.01092v2.pdf page 1,"It reduces attention computation complexity, which now scales quadratically with the number of chunks rather than the number of tokens in the context.",100.0,"in RAG.REFRAGsignificantly reduces latency, TTFT, and memory usage during decoding, allwithout
requiring modificationsto the LLM architecture or introducing new decoder parameters.
REFRAGmakes several novel modifications to the decoding process: Instead of using tokens from retrieved
passages as input,REFRAGleverages pre-computed, compressed chunk embeddings as approximate represen-
tations, feeding these embeddings directly into the decoder. This approach offers three main advantages: 1) It
shortens the decoder’s input length, improving token allocation efficiency; 2) It enables reuse of pre-computed
chunk embeddings from retrieval, eliminating redundant computation; and 3) It reduces attention computation
complexity, which now scales quadratically with the number of chunks rather than the number of tokens in
the context. Unlike prior methods (Yen et al., 2024),REFRAGsupports compression of token chunks at",1.0,"The quote is an exact, verbatim extraction from the source text. It matches the third advantage listed in the source text: '3) It reduces attention computation complexity, which now scales quadratically with the number of chunks rather than the number of tokens in the context.'"
51.0,Hybrid RAG,True,"Due to diversity and other operations such as deduplication, most context chunks during decoding are unrelated, resulting in predominantly zero cross-attention between chunks (see figure 7).","2509.01092v2.pdf, Page: 1","3) Unusually Structured and Sparse Attention. Due to diversity and other operations such as deduplication, most context chunks during decoding are unrelated,
resulting in predominantly zero cross-attention between chunks (see figure 7).",100.0,"being uninformative and reused across multiple inferences. Allocating memory/computation for all the
tokens, as we show in this paper, is unnecessarily wasteful. 2)Wasteful Encoding and Other Information.The
retrieval process in RAG has already pre-processed the chunks of the contexts, and their encodings and
other correlations with the query are already available due to the use of vectorizations and re-rankings. This
information is discarded during decoding. 3)Unusually Structured and Sparse Attention.Due to diversity
and other operations such as deduplication, most context chunks during decoding are unrelated, resulting in
predominantly zero cross-attention between chunks (see figure 7).
1.1 Our Contributions
We proposeREFRAG(REpresentation For RAG), a novel mechanism for efficient decoding of contexts
in RAG.REFRAGsignificantly reduces latency, TTFT, and memory usage during decoding, allwithout
requiring modificationsto the LLM architecture or introducing new decoder parameters.",1.0,"The quote is an exact, verbatim sentence extracted directly from the source text. It matches the sentence starting with 'Due to diversity...' under point '3)Unusually Structured and Sparse Attention'."
52.0,Hybrid RAG,True,"It reduces attention computation complexity, which now scales quadratically with the number of chunks rather than the number of tokens in the context.",filename: 2509.01092v2.pdf page 1,"REFRAG leverages pre-computed, compressed chunk embeddings as approximate representations, feeding these embeddings directly into the decoder.
This approach offers three main advantages: 1) It shortens the decoder’s input length… 2) It enables reuse of pre-computed chunk embeddings… and
3) It reduces attention computation complexity, which now scales quadratically with the number of chunks rather than the number of tokens in the context.",100.0,"in RAG.REFRAGsignificantly reduces latency, TTFT, and memory usage during decoding, allwithout
requiring modificationsto the LLM architecture or introducing new decoder parameters.
REFRAGmakes several novel modifications to the decoding process: Instead of using tokens from retrieved
passages as input,REFRAGleverages pre-computed, compressed chunk embeddings as approximate represen-
tations, feeding these embeddings directly into the decoder. This approach offers three main advantages: 1) It
shortens the decoder’s input length, improving token allocation efficiency; 2) It enables reuse of pre-computed
chunk embeddings from retrieval, eliminating redundant computation; and 3) It reduces attention computation
complexity, which now scales quadratically with the number of chunks rather than the number of tokens in
the context. Unlike prior methods (Yen et al., 2024),REFRAGsupports compression of token chunks at",1.0,"The quote is an exact, verbatim extraction from the source text. It matches the third advantage listed in the source text: '3) It reduces attention computation complexity, which now scales quadratically with the number of chunks rather than the number of tokens in the context.'"
53.0,Hybrid RAG,True,"This chunk embedding is then projected with a projection layer ϕ to match the size of the token embedding of the decoder model, ecnk i = ϕ(ci).",filename: 2509.01092v2.pdf page 1,"The encoder model then processes all the chunks to obtain a chunk embedding for each chunk ci = Menc(Ci).
This chunk embedding is then projected with a projection layer ϕ to match the size of the token embedding of the decoder model,
ecnk_i = ϕ(ci).",98.6013986013986,"foundation model (e.g., LLaMA (Touvron et al., 2023)) and a lightweight encoder model (e.g., Roberta (Liu
et al., 2019)). When given a questionx1, . . . , xq and contextxq+1, . . . , xT and , the context is chunked into
L := s
k number ofk-sized chunks{C1, . . . , CL} where Ci = {xq+k∗i, . . . , xq+k∗i+k−1}. The encoder model then
processes all the chunks to obtain a chunk embedding for each chunkci = Menc(Ci). This chunk embedding
is then projected with a projection layerϕ to match the size of the token embedding of the decoder model,
ecnk
i = ϕ(ci). These projected chunk embeddings are then fed to the decoder model along with the token
embeddings for the question to generate the answery∼ Mdec({e1, . . . ,eq, ecnk
1 , . . . ,ecnk
L })wheree i is the
2",1.0,"The quote is an exact, verbatim sentence extracted from the source text. The minor difference in spacing around 'ϕ' and the line break for 'ecnk i' in the source are formatting artifacts and do not change the content or meaning of the quote."
54.0,Hybrid RAG,True,"With longer context lengths, we are able to achieve up tok2× acceleration in both TTFT and throughput.","2509.01092v2.pdf, Page: 15","Theoretical analysis (appendix A) shows that for short context lengths, our method achieves up to k× acceleration in TTFT and throughput.
For longer context length, acceleration reaches up to k2× for both metrics.",82.08092485549133,"token; TTIT, the time to generate each subsequent token; and Throughput, the number of tokens generated
per unit time. Theoretical analysis (section A) shows that for short context lengths, our method achieves up to
k× acceleration in TTFT and throughput. For longer context length, acceleration reaches up tok2× for both
metrics. Empirically, as shown in figure 2, with a context length of16384(mid-to-long context),REFRAG
with k = 16achieves16 .53× TTFT acceleration with cache and8.59× without cache1, both surpassing CEPE
(2.01× and1 .04×, respectively), while achieving 9.3% performance (measured by log-perplexity) compared
to CEPE (table 1). We achieve up to6.78× throughput acceleration compared to LLaMA, significantly
outperforming CEPE. Withk = 32, TTFT acceleration reaches32.99× compared to LLaMA (3.75× compared
to CEPE) while maintaining similar performance to CEPE (see figure 8 and table 2). More detailed discussion",0.9,"The quote accurately conveys the core information from the source text regarding k2× acceleration for longer context lengths in TTFT and throughput. However, it is not a verbatim extraction. There are several minor changes in phrasing and structure: 'For longer context length' becomes 'With longer context lengths', 'acceleration reaches' is rephrased to 'we are able to achieve up to k2× acceleration', and 'for both metrics' is clarified to 'in both TTFT and throughput'. While the meaning is fully preserved and accurate, these changes prevent it from being considered verbatim or near-verbatim (e.g., 0.95+)."
