question_number,pipeline,correct,predicted,ground_truth,quote,source,latency,run_timestamp
28.0,Hybrid RAG,True,C,C,"For reference, LLaMA256 uses only the last 256 tokens, matching the number of chunk embeddings in REFRAG8 (s/k = 256), yet REFRAG8 consistently surpasses LLaMA256, demonstrating the effectiveness of compressed chunk embeddings.",filename: 2509.01092v2.pdf page 4,13.587300539016724,2025-12-02 21:42:00
29.0,Hybrid RAG,True,C,C,"In contrast, a compression rate of 64 appears to be overly aggressive, resulting in diminished performance. These findings suggest a practical limit to the compression rate beyond which the model’s capability is significantly reduced.","2509.01092v2.pdf, Page: 6",15.188589572906494,2025-12-02 21:42:00
30.0,Hybrid RAG,True,C,C,"The original Llama-2-7B supports only a 4k context window, whereas our approach enables extrapolation via chunk embeddings, extending context and supporting broader applications.",filename: 2509.01092v2.pdf page 4,11.542072534561155,2025-12-02 21:42:00
31.0,Hybrid RAG,True,C,C,"It reduces attention computation complexity, which now scales quadratically with the number of chunks rather than the number of tokens in the context.",filename: 2509.01092v2.pdf page 1,12.593105554580688,2025-12-02 21:42:00
32.0,Hybrid RAG,True,C,C,"Table 6 shows that with short context length s we are able to achievek× acceleration in TTFT and up tok× acceleration in throughput. With longer context lengths, we are able to achieve up tok2× acceleration in both TTFT and throughput.",filename: 2509.01092v2.pdf page 15,12.906654834747314,2025-12-02 21:42:00
33.0,Hybrid RAG,True,C,C,"Empirically, as shown in figure 2, with a context length of16384(mid-to-long context),REFRAG with k = 16achieves16 .53× TTFT acceleration with cache and8.59× without cache1, both surpassing CEPE (2.01× and1 .04×, respectively), while achieving 9.3% performance (measured by log-perplexity) compared to CEPE (table 1).","2509.01092v2.pdf, Page: 2",13.82149863243103,2025-12-02 21:42:00
34.0,Hybrid RAG,True,C,C,"This task encourages the model to leverage contextual information for next-paragraph prediction, thereby equipping it for downstream applications.","Source Reference: 2509.01092v2.pdf, Page: 3",57.75805330276489,2025-12-02 21:42:00
35.0,Hybrid RAG,True,C,C,"For the reconstruction task, training begins with reconstructing a single chunk: the encoder receives one chunk embeddingc1 for x1:k and and the decoder reconstructs thek tokens using the projected chunk embeddingecnk 1 . Subsequently, the model reconstructs x1:2k frome cnk 1 , ecnk 2 , and so forth. To continuously adjust task difficulty, we vary the data mixture over",filename: 2509.01092v2.pdf page 3,14.136090517044067,2025-12-02 21:42:00
36.0,Hybrid RAG,True,C,C,"A RL policy, guided by next-paragraph prediction perplexity as a negative reward, determines which chunks to retain in their original form.","Source Reference: 2509.01092v2.pdf, Page: 3",15.357886552810667,2025-12-02 21:42:00
37.0,Hybrid RAG,True,C,C,"With a compression rate of 16, we achieve a 9.3% average log-perplexity improvement over CEPE across four datasets2.",filename: 2509.01092v2.pdf page 4,9.727561712265016,2025-12-02 21:42:00
38.0,Hybrid RAG,False,ERROR,C,No quote provided,,36.9684784412384,2025-12-02 21:42:00
39.0,Hybrid RAG,True,C,C,WefollowtheworkofLinetal.(2024)touseWikipediadumpsandCommonCrawl dumps to create a retrieval corpus with 400 million passages. Each passage contains less than 200 words. We use the DRAGON+ model Lin et al. (2023) as our retriever...,filename: 2509.01092v2.pdf page 7,16.404857397079468,2025-12-02 21:42:00
40.0,Hybrid RAG,True,C,C,"At equal latency (8 passages forREFRAGvs. 1 for LLaMA),REFRAGattains a1.22% average improvement across 16 RAG tasks.",filename: 2509.01092v2.pdf page 7,13.864046812057495,2025-12-02 21:42:00
41.0,Hybrid RAG,True,C,C,"Instead of using tokens from retrieved passages as input,REFRAGleverages pre-computed, compressed chunk embeddings as approximate representations, feeding these embeddings directly into the decoder.",filename: 2509.01092v2.pdf page 1,11.874537229537964,2025-12-02 21:42:00
42.0,Hybrid RAG,True,B,B,"The main objectives are to align the encoder and projection layer so that: 1) encoder can compressk tokens with minimal information loss, and 2) projection layer can effectively map the encoder’s chunk embeddings into the",filename: 2509.01092v2.pdf page 3,13.76975154876709,2025-12-02 21:42:00
43.0,Hybrid RAG,True,C,C,We employ RL to train a policy that optimally determines which segments to compress.,filename: 2509.01092v2.pdf page 15,17.512571811676025,2025-12-02 21:42:00
44.0,Hybrid RAG,False,B,C,"However, CEPE is limited to prefix context applications, as it disrupts the causal structure of the context, making it unsuitable for tasks such as multi-turn RAG or summarization.","2509.01092v2.pdf, Page: 9",20.28004193305969,2025-12-02 21:42:00
45.0,Hybrid RAG,True,C,C,Table 13 demonstrates that REFRAG16 with RL-based selective compression consistently outperforms REFRAG8 across different datasets and context lengths.,"Source Reference: 2509.01092v2.pdf, Page: 5",12.619500875473022,2025-12-02 21:42:00
46.0,Hybrid RAG,True,C,C,"These passages often exhibit low semantic similarity due to diversity or deduplication during re-ranking, leading to block-diagonal attention patterns that differ from those in standard LLM generation tasks.",filename: 2509.01092v2.pdf page 0,15.1336030960083,2025-12-02 21:42:00
47.0,Hybrid RAG,True,B,B,"Moreover, the time-to-first-token (TTFT) latency increases quadratically, while the time-to-iterative-token (TTIT) latency grows linearly with prompt length (Liu et al., 2025).",filename: 2509.01092v2.pdf page 0,15.41559886932373,2025-12-02 21:42:00
48.0,Hybrid RAG,True,B,B,"The whole training is split into 9 stages. In each stage, we have a combination of different data (e.g., 1X8 means reconstructing 8 tokens, 2X8 means reconstructing 16 tokens).","2509.01092v2.pdf, Page: 19",14.58296251296997,2025-12-02 21:42:00
49.0,Hybrid RAG,True,C,C,"under the same number of retrieved passages, we are able to match the performance of LLaMA in the strong retriever setting and even outperform LLaMA under the weak retriever setting. This is because our model enables larger context and hence enables extract more useful information when the retrieved passages are less relevant.",filename: 2509.01092v2.pdf page 7,10.88824725151062,2025-12-02 21:42:00
50.0,Hybrid RAG,True,C,C,"It reduces attention computation complexity, which now scales quadratically with the number of chunks rather than the number of tokens in the context.",filename: 2509.01092v2.pdf page 1,14.00572109222412,2025-12-02 21:42:00
51.0,Hybrid RAG,True,C,C,"Due to diversity and other operations such as deduplication, most context chunks during decoding are unrelated, resulting in predominantly zero cross-attention between chunks (see figure 7).","2509.01092v2.pdf, Page: 1",13.507246971130373,2025-12-02 21:42:00
52.0,Hybrid RAG,True,C,C,"It reduces attention computation complexity, which now scales quadratically with the number of chunks rather than the number of tokens in the context.",filename: 2509.01092v2.pdf page 1,11.978767395019531,2025-12-02 21:42:00
53.0,Hybrid RAG,True,C,C,"This chunk embedding is then projected with a projection layer ϕ to match the size of the token embedding of the decoder model, ecnk i = ϕ(ci).",filename: 2509.01092v2.pdf page 1,12.892916440963743,2025-12-02 21:42:00
54.0,Hybrid RAG,True,C,C,"With longer context lengths, we are able to achieve up tok2× acceleration in both TTFT and throughput.","2509.01092v2.pdf, Page: 15",13.200737237930298,2025-12-02 21:42:00
55.0,Hybrid RAG,True,C,C,"In this task, we freeze the decoder model and only train the encoder and projection layer.",filename: 2509.01092v2.pdf page 3,11.17952823638916,2025-12-02 21:42:00
56.0,Hybrid RAG,True,C,C,The results indicate that curriculum learning is essential for the success of the reconstruction task.,"Source Reference: 2509.01092v2.pdf, Page: 5",15.534285306930542,2025-12-02 21:42:00
57.0,Hybrid RAG,True,C,C,"A RL policy, guided by next-paragraph prediction perplexity as a negative reward, determines which chunks to retain in their original form.",filename: 2509.01092v2.pdf page 3,11.971351623535156,2025-12-02 21:42:00
58.0,Hybrid RAG,True,C,C,Table 13 demonstrates that REFRAG16 with RL-based selective compression consistently outperforms REFRAG8 across different datasets and context lengths.,filename: 2509.01092v2.pdf page 5,15.959396839141846,2025-12-02 21:42:00
59.0,Hybrid RAG,True,C,C,"At equal latency (8 passages forREFRAGvs. 1 for LLaMA),REFRAGattains a1.22% average improvement across 16 RAG tasks.",filename: 2509.01092v2.pdf page 7,10.065622806549072,2025-12-02 21:42:00
60.0,Hybrid RAG,True,C,C,"However, CEPE is limited to prefix context applications, as it disrupts the causal structure of the context, making it unsuitable for tasks such as multi-turn RAG or summarization.","2509.01092v2.pdf, Page: 9",12.230860471725464,2025-12-02 21:42:00
61.0,Hybrid RAG,True,C,C,"It reduces attention computation complexity, which now scales quadratically with the number of chunks rather than the number of tokens in the context.","2509.01092v2.pdf, Page: 1",14.27164888381958,2025-12-02 21:42:00
62.0,Hybrid RAG,True,C,C,"Theoretical analysis (section A) shows that for short context lengths, our method achieves up to k× acceleration in TTFT and throughput. For longer context length, acceleration reaches up tok2× for both metrics.","2509.01092v2.pdf, Page: 2",13.18713903427124,2025-12-02 21:42:00
63.0,Hybrid RAG,True,C,C,"The effective compression ratek
1−p+kp decreases when
fewer chunks are compressed (i.e.,p increases).",filename: 2509.01092v2.pdf page 4,12.94187831878662,2025-12-02 21:42:00
64.0,Hybrid RAG,True,C,C,The results indicate that pre-training on the reconstruction task is important for the success of continual pre-training.,"2509.01092v2.pdf, Page: 5",61.38263416290283,2025-12-02 21:42:00
65.0,Hybrid RAG,True,C,C,"performance of the reconstruction task with and without curriculum learning (i.e., reconstruction of x1:s from s/k chunk embedding directly). The results indicate that curriculum learning is essential for the success of the reconstruction task.","2509.01092v2.pdf, Page: 5",24.000487089157104,2025-12-02 21:42:00
66.0,Hybrid RAG,True,C,C,"However, CEPE is limited to prefix context applications, as it disrupts the causal structure of the context, making it unsuitable for tasks such as multi-turn RAG or summarization.","2509.01092v2.pdf, Page: 9",12.19923734664917,2025-12-02 21:42:00
67.0,Hybrid RAG,True,C,C,"At equal latency (8 passages for REFRAG vs. 1 for LLaMA), REFRAG attains a 1.22% average improvement across 16 RAG tasks.",filename: 2509.01092v2.pdf page 7,27.07609224319458,2025-12-02 21:42:00
68.0,Hybrid RAG,True,C,C,"The original Llama-2-7B supports only a 4k context window, whereas our approach enables extrapolation via chunk embeddings, extending context and supporting broader applications.",filename: 2509.01092v2.pdf page 4,12.59116005897522,2025-12-02 21:42:00
69.0,Hybrid RAG,True,C,C,"To further validate our training approach on other decoder models, we conduct experiments with LLaMA-3.1-8B and LLaMA-3.2-3B. Table 14 reports the performance of these models paired with RoBERTa-Base and RoBERTa-Large encoders on the Arxiv domain.","2509.01092v2.pdf, Page: 6",42.81636261940002,2025-12-02 21:42:00
70.0,Hybrid RAG,True,C,C,"For reference, LLaMA256 uses only the last 256 tokens, matching the number of chunk embeddings in REFRAG8 (s/k = 256), yet REFRAG8 consistently surpasses LLaMA256, demonstrating the effectiveness of compressed chunk embeddings.","2509.01092v2.pdf, Page: 4",14.62334156036377,2025-12-02 21:42:00
1.0,Hybrid RAG,True,C,C,"It reduces attention computation complexity, which now scales quadratically with the number of chunks rather than the number of tokens in the context.","2509.01092v2.pdf, Page: 1",14.398279666900637,2025-12-04 15:28:27
2.0,Hybrid RAG,False,A,C,Reconstruction task is essential for the model to learn the continual pre-training task.,"2509.01092v2.pdf, Page: 5",21.811705827713013,2025-12-04 15:28:27
3.0,Hybrid RAG,True,B,B,"However, CEPE is limited to prefix context applications, as it disrupts the causal structure of the context, making it unsuitable for tasks such as multi-turn RAG or summarization.",filename: 2509.01092v2.pdf page 9,13.415400505065918,2025-12-04 15:28:27
4.0,Hybrid RAG,True,D,D,"This improvement is attributable to the limited 4k-token context window of LLaMAFT, which necessitates truncating portions of the conversational history in longer contexts, resulting in the loss of crucial information required to answer subsequent questions.","2509.01092v2.pdf, Page: 7",15.872589826583862,2025-12-04 15:28:27
5.0,Hybrid RAG,True,C,C,"In RAG, much of the LLM context consists of concatenated passages from retrieval, with only a small subset directly relevant to the query.","2509.01092v2.pdf, Page: 0",34.612488985061646,2025-12-04 15:28:27
6.0,Hybrid RAG,True,C,C,"The reconstruction task, while intuitive, is particularly challenging when multiple chunks must be reconstructed.","2509.01092v2.pdf, Page: 4",13.823617219924929,2025-12-04 15:28:27
7.0,Hybrid RAG,True,C,C,"This “compress anywhere” capability is further enhanced by a lightweight reinforcement learning (RL) policy that selectively determines when full chunk token input is necessary and when low-cost, approximate chunk embeddings suffice .","2509.01092v2.pdf, Page: 1",14.439291954040527,2025-12-04 15:28:27
8.0,Hybrid RAG,True,B,B,"With longer context lengths, we are able to achieve up to k²× acceleration in both TTFT and throughput.",filename: 2509.01092v2.pdf page 15,16.89668893814087,2025-12-04 15:28:27
9.0,Hybrid RAG,True,C,C,"Under equivalent latency constraints,REFRAGconsistently outperform LLaMA on both settings as the saved context can be reinvested to include additional information within the same latency budget.","2509.01092v2.pdf, Page: 7",12.902987718582152,2025-12-04 15:28:27
10.0,Hybrid RAG,True,C,C,"In contrast, a compression rate of 64 appears to be overly aggressive, resulting in diminished performance.","2509.01092v2.pdf, Page: 6",13.211032629013062,2025-12-04 15:28:27
11.0,Hybrid RAG,True,C,C,"These passages often exhibit low semantic similarity due to diversity or deduplication during re-ranking, leading to block-diagonal attention patterns that differ from those in standard LLM generation tasks.","Source Reference: 2509.01092v2.pdf, Page: 0",15.359120845794678,2025-12-04 15:28:27
12.0,Hybrid RAG,True,C,C,"It reduces attention computation complexity, which now scales quadratically with the number of chunks rather than the number of tokens in the context.","2509.01092v2.pdf, Page: 1",14.680875301361084,2025-12-04 15:28:27
13.0,Hybrid RAG,True,C,C,"Theoretical analysis (section A) shows that for short context lengths, our method achieves up to k× acceleration in TTFT and throughput. For longer context length, acceleration reaches up tok2× for both metrics.",filename: 2509.01092v2.pdf page 2,13.88954734802246,2025-12-04 15:28:27
14.0,Hybrid RAG,True,C,C,"A RL policy, guided by next-paragraph prediction perplexity as a negative reward, determines which chunks to retain in their original form. The policy network leverages chunk embeddings and masking to optimize sequential chunk expansion, thereby preserving the decoder’s autoregressive property.","2509.01092v2.pdf, Page: 3",16.06284499168396,2025-12-04 15:28:27
15.0,Hybrid RAG,True,C,C,"In this task, we freeze the decoder model and only train the encoder and projection layer. The main objectives are to align the encoder and projection layer so that: 1) encoder can compress k tokens with minimal information loss, and 2) projection layer can effectively map the encoder’s chunk embeddings into the decoder’s token space, allowing the decoder to interpret and accurately reconstruct the original information. The reconstruction task was specifically chosen to encourage the model to rely on context memory rather than its parametric memory during training.",filename: 2509.01092v2.pdf page 3,23.876809120178223,2025-12-04 15:28:27
16.0,Hybrid RAG,True,C,C,"As the chunk length k increases, the number of possible token combinations expands exponentially, specifically at a rate of V k, where V is the vocabulary size. Effectively capturing this diversity within a fixed-length embedding presents a significant challenge... To continuously adjust task difficulty, we vary the data mixture over time, starting with examples dominated by easier tasks (e.g., single chunk embedding) and gradually shifting towards those dominated by more difficult tasks (i.e.,L chunk embeddings).",filename: 2509.01092v2.pdf page 3,21.50512337684632,2025-12-04 15:28:27
17.0,Hybrid RAG,True,C,C,Table 13 demonstrates that REFRAG16 with RL-based selective compression consistently outperforms REFRAG8 across different datasets and context lengths.,filename: 2509.01092v2.pdf page 5,17.201023817062378,2025-12-04 15:28:27
18.0,Hybrid RAG,True,C,C,"However, CEPE is limited to prefix context applications, as it disrupts the causal structure of the context, making it unsuitable for tasks such as multi-turn RAG or summarization. Additionally, CEPE does not utilize token compression, resulting in similar or even increased decoding latency.","2509.01092v2.pdf, Page: 9",13.82456088066101,2025-12-04 15:28:27
19.0,Hybrid RAG,True,C,C,"At equal latency (8 passages for REFRAG vs. 1 for LLaMA), REFRAG achieves a 1.93% average gain over 16 RAG tasks.","2509.01092v2.pdf, Page: 7",15.010486125946043,2025-12-04 15:28:27
20.0,Hybrid RAG,True,C,C,"The original Llama-2-7B supports only a 4k context window, whereas our approach enables extrapolation via chunk embeddings, extending context and supporting broader applications.","2509.01092v2.pdf, Page: 4",17.860549449920654,2025-12-04 15:28:27
21.0,Hybrid RAG,True,C,C,"It reduces attention computation complexity, which now scales quadratically with the number of chunks rather than the number of tokens in the context.","2509.01092v2.pdf, Page: 1",13.824909687042236,2025-12-04 15:28:27
22.0,Hybrid RAG,True,C,C,"For longer context length, acceleration reaches up tok2× for both metrics.","2509.01092v2.pdf, Page: 2",17.511619091033936,2025-12-04 15:28:27
23.0,Hybrid RAG,True,C,C,"Unlike prior methods (Yen et al., 2024),REFRAGsupports compression of token chunks at arbitrary positions (see figure 1) while preserving the autoregressive nature of the decoder, thereby supporting multi-turn and agentic applications.","2509.01092v2.pdf, Page: 1",16.84735655784607,2025-12-04 15:28:27
24.0,Hybrid RAG,True,C,C,"The main objectives are to align the encoder and projection layer so that: 1) encoder can compress k tokens with minimal information loss, and 2) projection layer can effectively map the encoder’s chunk embeddings into the decoder’s token space, allowing the decoder to interpret and accurately reconstruct the original information.",filename: 2509.01092v2.pdf page 3,18.48038935661316,2025-12-04 15:28:27
25.0,Hybrid RAG,True,C,C,"A RL policy, guided by next-paragraph prediction perplexity as a negative reward, determines which chunks to retain in their original form.","2509.01092v2.pdf, Page: 3",13.209688425064089,2025-12-04 15:28:27
26.0,Hybrid RAG,True,C,C,"Empirically, as shown in figure 2, with a context length of 16384 (mid-to-long context), REFRAG with k = 16 achieves 16.53× TTFT acceleration with cache and 8.59× without cache...",filename: 2509.01092v2.pdf page 2,16.58916997909546,2025-12-04 15:28:27
27.0,Hybrid RAG,True,C,C,"At equal latency (8 passages forREFRAGvs. 1 for LLaMA),REFRAGattains a1.22%
average improvement across 16 RAG tasks.",filename: 2509.01092v2.pdf page 7,13.824129581451416,2025-12-04 15:28:27
28.0,Hybrid RAG,True,C,C,"For reference, LLaMA256 uses only the last 256 tokens, matching the number of chunk embeddings in REFRAG8 (s/k = 256), yet REFRAG8 consistently surpasses LLaMA256, demonstrating the effectiveness of compressed chunk embeddings.",filename: 2509.01092v2.pdf page 4,13.209847450256348,2025-12-04 15:28:27
29.0,Hybrid RAG,True,C,C,"In contrast, a compression rate of64appears to be overly aggressive, resulting in diminished performance. These findings suggest a practical limit to the compression rate beyond which the model’s capability is significantly reduced.","2509.01092v2.pdf, Page: 6",16.589159727096558,2025-12-04 15:28:27
30.0,Hybrid RAG,True,C,C,"The original Llama-2-7B supports only a 4k context window, whereas our approach enables extrapolation via chunk embeddings, extending context and supporting broader applications.",filename: 2509.01092v2.pdf page 4,12.800153017044067,2025-12-04 15:28:27
31.0,Hybrid RAG,True,C,C,"It reduces attention computation complexity, which now scales quadratically with the number of chunks rather than the number of tokens in the context.","2509.01092v2.pdf, Page: 1",11.776137828826904,2025-12-04 15:28:27
32.0,Hybrid RAG,True,C,C,"Table 6 shows that with short context length s we are able to achievek× acceleration in TTFT and up tok× acceleration in throughput. With longer context lengths, we are able to achieve up tok2× acceleration in both TTFT and throughput.",filename: 2509.01092v2.pdf page 15,15.974706649780272,2025-12-04 15:28:27
33.0,Hybrid RAG,True,C,C,"Empirically, as shown in figure 2, with a context length of16384(mid-to-long context),REFRAG with k = 16achieves16 .53× TTFT acceleration with cache and8.59× without cache1, both surpassing CEPE (2.01× and1 .04×, respectively), while achieving 9.3% performance (measured by log-perplexity) compared to CEPE (table 1).",filename: 2509.01092v2.pdf page 2,15.053107261657717,2025-12-04 15:28:27
34.0,Hybrid RAG,True,C,C,"This task encourages the model to leverage contextual information for next-paragraph prediction, thereby equipping it for downstream applications.","Source Reference: 2509.01092v2.pdf, Page: 3",59.90543150901794,2025-12-04 15:28:27
35.0,Hybrid RAG,True,C,C,"For the reconstruction task, training begins with reconstructing a single chunk: the encoder receives one chunk embeddingc1 for x1:k and and the decoder reconstructs thek tokens using the projected chunk embeddingecnk 1 . Subsequently, the model reconstructs x1:2k frome cnk 1 , ecnk 2 , and so forth. To continuously adjust task difficulty, we vary the data mixture over",filename: 2509.01092v2.pdf page 3,15.36008644104004,2025-12-04 15:28:27
36.0,Hybrid RAG,True,C,C,"A RL policy, guided by next-paragraph prediction perplexity as a negative reward, determines which chunks to retain in their original form. ... The policy network leverages chunk embeddings and masking to optimize sequential chunk expansion, thereby preserving the decoder’s autoregressive property.","2509.01092v2.pdf, Page: 3",24.576648235321045,2025-12-04 15:28:27
37.0,Hybrid RAG,True,C,C,"With a compression rate of 16, we achieve a 9.3% average log-perplexity improvement over CEPE across four datasets2.","2509.01092v2.pdf, Page: 4",12.288323163986206,2025-12-04 15:28:27
38.0,Hybrid RAG,False,ERROR,C,No quote provided,,32.56350088119507,2025-12-04 15:28:27
39.0,Hybrid RAG,True,C,C,We follow the work of Lin et al. (2024) to use Wikipedia dumps and CommonCrawl dumps to create a retrieval corpus with 400 million passages. Each passage contains less than 200 words. We use the DRAGON+ model Lin et al. (2023) as our retriever...,"2509.01092v2.pdf, Page: 7",13.891623735427856,2025-12-04 15:28:27
40.0,Hybrid RAG,True,C,C,"At equal latency (8 passages forREFRAGvs. 1 for LLaMA),REFRAGattains a1.22% average improvement across 16 RAG tasks.",filename: 2509.01092v2.pdf page 7,14.985790729522703,2025-12-04 15:28:27
41.0,Hybrid RAG,True,C,C,"Instead of using tokens from retrieved passages as input,REFRAGleverages pre-computed, compressed chunk embeddings as approximate representations, feeding these embeddings directly into the decoder.",filename: 2509.01092v2.pdf page 1,12.288289785385132,2025-12-04 15:28:27
42.0,Hybrid RAG,True,B,B,"The main objectives are to align the encoder and projection layer so that: 1) encoder can compressk tokens with minimal information loss, and 2) projection layer can effectively map the encoder’s chunk embeddings into the",filename: 2509.01092v2.pdf page 3,16.06150794029236,2025-12-04 15:28:27
43.0,Hybrid RAG,True,C,C,We employ RL to train a policy that optimally determines which segments to compress.,filename: 2509.01092v2.pdf page 15,19.57393527030945,2025-12-04 15:28:27
44.0,Hybrid RAG,False,B,C,"However, CEPE is limited to prefix context applications, as it disrupts the causal structure of the context, making it unsuitable for tasks such as multi-turn RAG or summarization.","2509.01092v2.pdf, Page: 9",25.191469192504883,2025-12-04 15:28:27
45.0,Hybrid RAG,True,C,C,Table 13 demonstrates thatREFRAG16 with RL-based selective compression consistently outperformsREFRAG8 across different datasets and context lengths.,filename: 2509.01092v2.pdf page 5,15.360037565231323,2025-12-04 15:28:27
46.0,Hybrid RAG,True,C,C,"These passages often exhibit low semantic similarity due to diversity or deduplication during re-ranking, leading to block-diagonal attention patterns that differ from those in standard LLM generation tasks.",filename: 2509.01092v2.pdf page 0,16.281607151031494,2025-12-04 15:28:27
47.0,Hybrid RAG,True,B,B,"Moreover, the time-to-first-token (TTFT) latency increases quadratically, while the time-to-iterative-token (TTIT) latency grows linearly with prompt length (Liu et al., 2025).",filename: 2509.01092v2.pdf page 0,12.595322370529177,2025-12-04 15:28:27
48.0,Hybrid RAG,True,B,B,"The whole training is split into 9 stages. In each stage, we have a combination of different data (e.g., 1X8 means reconstructing 8 tokens, 2X8 means reconstructing 16 tokens).",filename: 2509.01092v2.pdf page 19,14.746113061904907,2025-12-04 15:28:27
49.0,Hybrid RAG,True,C,C,"under the same number of retrieved passages, we are able to match the performance of LLaMA in the strong retriever setting and even outperform LLaMA under the weak retriever setting. This is because our model enables larger context and hence enables extract more useful information when the retrieved passages are less relevant.","Source Reference: 2509.01092v2.pdf, Page: 7",15.359930038452148,2025-12-04 15:28:27
50.0,Hybrid RAG,True,C,C,"It reduces attention computation complexity, which now scales quadratically with the number of chunks rather than the number of tokens in the context.",filename: 2509.01092v2.pdf page 1,17.203337907791138,2025-12-04 15:28:27
51.0,Hybrid RAG,True,C,C,"Due to diversity and other operations such as deduplication, most context chunks during decoding are unrelated, resulting in predominantly zero cross-attention between chunks (see figure 7).","2509.01092v2.pdf, Page: 1",14.74642252922058,2025-12-04 15:28:27
52.0,Hybrid RAG,True,C,C,"It reduces attention computation complexity, which now scales quadratically with the number of chunks rather than the number of tokens in the context.",filename: 2509.01092v2.pdf page 1,12.902843236923218,2025-12-04 15:28:27
53.0,Hybrid RAG,True,C,C,"This chunk embedding is then projected with a projection layer ϕ to match the size of the token embedding of the decoder model, ecnk i = ϕ(ci).",filename: 2509.01092v2.pdf page 1,14.437666416168211,2025-12-04 15:28:27
54.0,Hybrid RAG,True,C,C,"With longer context lengths, we are able to achieve up tok2× acceleration in both TTFT and throughput.","2509.01092v2.pdf, Page: 15",12.595542430877686,2025-12-04 15:28:27
55.0,Hybrid RAG,True,C,C,"In this task, we freeze the decoder model and only train the encoder and projection layer.","Source Reference: 2509.01092v2.pdf, Page: 3",14.233795166015623,2025-12-04 15:28:27
56.0,Hybrid RAG,True,C,C,The results indicate that curriculum learning is essential for the success of the reconstruction task.,filename: 2509.01092v2.pdf page 5,19.920742750167847,2025-12-04 15:28:27
57.0,Hybrid RAG,True,C,C,"A RL policy, guided by next-paragraph prediction perplexity as a negative reward, determines which chunks to retain in their original form.",filename: 2509.01092v2.pdf page 3,12.131350755691528,2025-12-04 15:28:27
58.0,Hybrid RAG,True,C,C,Table 13 demonstrates that REFRAG16 with RL-based selective compression consistently outperforms REFRAG8 across different datasets and context lengths.,filename: 2509.01092v2.pdf page 5,16.69130539894104,2025-12-04 15:28:27
59.0,Hybrid RAG,True,C,C,"At equal latency (8 passages forREFRAGvs. 1 for LLaMA),REFRAGattains a1.22% average improvement across 16 RAG tasks.",filename: 2509.01092v2.pdf page 7,11.059142589569092,2025-12-04 15:28:27
60.0,Hybrid RAG,True,C,C,"However, CEPE is limited to prefix context applications, as it disrupts the causal structure of the context, making it unsuitable for tasks such as multi-turn RAG or summarization.","2509.01092v2.pdf, Page: 9",12.595239400863647,2025-12-04 15:28:27
61.0,Hybrid RAG,True,C,C,"It reduces attention computation complexity, which now scales quadratically with the number of chunks rather than the number of tokens in the context.",filename: 2509.01092v2.pdf page 1,15.053789615631104,2025-12-04 15:28:27
62.0,Hybrid RAG,True,C,C,"Theoretical analysis (section A) shows that for short context lengths, our method achieves up to k× acceleration in TTFT and throughput. For longer context length, acceleration reaches up tok2× for both metrics.","2509.01092v2.pdf, Page: 2",13.21101427078247,2025-12-04 15:28:27
63.0,Hybrid RAG,True,C,C,"The effective compression ratek
1−p+kp decreases when
fewer chunks are compressed (i.e.,p increases).","2509.01092v2.pdf, Page: 4",20.24687647819519,2025-12-04 15:28:27
64.0,Hybrid RAG,False,ERROR,C,No quote provided,,82.97346472740173,2025-12-04 15:28:27
65.0,Hybrid RAG,True,C,C,"performance of the reconstruction task with and without curriculum learning (i.e., reconstruction of x1:s from s/k chunk embedding directly). The results indicate that curriculum learning is essential for the success of the reconstruction task.","2509.01092v2.pdf, Page: 5",23.65440273284912,2025-12-04 15:28:27
66.0,Hybrid RAG,True,C,C,"However, CEPE is limited to prefix context applications, as it disrupts the causal structure of the context, making it unsuitable for tasks such as multi-turn RAG or summarization.",filename: 2509.01092v2.pdf page 9,12.902938604354858,2025-12-04 15:28:27
67.0,Hybrid RAG,True,C,C,"At equal latency (8 passages for REFRAG vs. 1 for LLaMA), REFRAG attains a 1.22% average improvement across 16 RAG tasks.","2509.01092v2.pdf, Page: 7",27.46376061439514,2025-12-04 15:28:27
68.0,Hybrid RAG,True,C,C,"The original Llama-2-7B supports only a 4k context window, whereas our approach enables extrapolation via chunk embeddings, extending context and supporting broader applications.","Source Reference: 2509.01092v2.pdf, Page: 4",16.16051697731018,2025-12-04 15:28:27
69.0,Hybrid RAG,True,C,C,"To further validate our training approach on other decoder models, we conduct experiments with LLaMA-3.1-8B and LLaMA-3.2-3B. Table 14 reports the performance of these models paired with RoBERTa-Base and RoBERTa-Large encoders on the Arxiv domain.","2509.01092v2.pdf, Page: 6",55.60278367996216,2025-12-04 15:28:27
70.0,Hybrid RAG,True,C,C,"For reference, LLaMA256 uses only the last 256 tokens, matching the number of chunk embeddings in REFRAG8 (s/k = 256), yet REFRAG8 consistently surpasses LLaMA256, demonstrating the effectiveness of compressed chunk embeddings.",filename: 2509.01092v2.pdf page 4,9.525395154953005,2025-12-04 15:28:27
1.0,Baseline (Zero-shot),True,C,C,No quote provided,,16.683484315872192,2025-12-04 15:57:49
2.0,Baseline (Zero-shot),False,A,C,No quote provided,,15.997472763061523,2025-12-04 15:57:49
3.0,Baseline (Zero-shot),False,A,B,No quote provided,,19.83620977401733,2025-12-04 15:57:49
4.0,Baseline (Zero-shot),True,D,D,No quote provided,,16.898077249526978,2025-12-04 15:57:49
